STEP;QUERY;TIME (ms)
delete.cypher;delete nodes;181540
delete.cypher;TOTAL;181540

schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;4
schema.cypher;indices;2
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;TOTAL;16

graphSetting.cypher;dataset loading;81346
graphSetting.cypher;TOTAL;81346

constraints.cypher;Strict Temporal Consistency;24489
constraints.cypher;C1 - birthDateConflict;544
constraints.cypher;C2 - deathDateConflict;271
constraints.cypher;C3 - birthDeathConflict;477
constraints.cypher;C4 - birthPlayerConflict;1098
constraints.cypher;C5 - deathPlayerConflict;357
constraints.cypher;C6 - playerAgeConflict;1575
constraints.cypher;C7 - playerTooOldConflict;2148
constraints.cypher;C8 - twoTeamsConflict;126709
constraints.cypher;C14 - marriageConflict;700
constraints.cypher;C16 - birthMarriageConflict;125
constraints.cypher;C17 - deathMarriageConflict;94
constraints.cypher;C18 - playerCoachConflict;401
constraints.cypher;C19 - twoCompaniesConflict;99
constraints.cypher;TOTAL;159087

stats.cypher;Nb triplets;852
stats.cypher;Nb "o";330
stats.cypher;Nb "s";322
stats.cypher;nb "p";313
stats.cypher;Nb "p" links distribution;510
stats.cypher;Nb conflicts distribution;4212
stats.cypher;Nb temporal conflicts;3341
stats.cypher;Distribution of linked "o";473
results.cypher;mapping_Neo4j_wikidata;1618
results.cypher;inferredNodes;344
results.cypher;tCon_noConflicts;22
results.cypher;tCon_conflicts;4853
results.cypher;pCon_noConflicts;10974
results.cypher;pCon_conflicts;9135
results.cypher;pInc_noConflicts;9700
results.cypher;pInc_conflicts;9600
results.cypher;tInc_noConflicts;9863
results.cypher;tInc_conflicts;9692
