STEP;QUERY;TIME (ms)
inference.cypher;UncertainRule-teams-Q495299-Q3873511;129
inference.cypher;TOTAL;129

constraints.cypher;Partial Temporal Consistency;27
constraints.cypher;Partial Temporal Inconsistency;161
constraints.cypher;Total Temporal Inconsistency;111
constraints.cypher;C1 - birthDateConflict;159
constraints.cypher;C1-1 - birthDateConflictPolarity;99
constraints.cypher;C2 - deathDateConflict;129
constraints.cypher;C2-1 - deathDateConflictPolarity;51
constraints.cypher;C3 - birthDeathConflict;154
constraints.cypher;C4 - birthPlayerConflict;24
constraints.cypher;C4 - birthPlayerConflict;351
constraints.cypher;C5 - deathPlayerConflict;140
constraints.cypher;C6 - playerAgeConflict;444
constraints.cypher;C7 - playerTooOldConflict;470
constraints.cypher;C8 - twoTeamsConflict;40672
constraints.cypher;C14 - marriageConflict;574
constraints.cypher;C16 - birthMarriageConflict;57
constraints.cypher;C17 - deathMarriageConflict;39
constraints.cypher;C18 - playerCoachConflict;114
constraints.cypher;C19 - twoCompaniesConflict;31
constraints.cypher;C6 - playerAgeConflict;352
constraints.cypher;TOTAL;44159

stats.cypher;Nb triplets;229
stats.cypher;Nb "o";81
stats.cypher;Nb "s";79
stats.cypher;nb "p";80
stats.cypher;Nb "p" links distribution;133
stats.cypher;Nb conflicts distribution;1206
stats.cypher;Nb temporal conflicts;922
stats.cypher;Distribution of linked "o";124
results.cypher;mapping_Neo4j_wikidata;463
results.cypher;inferredNodes;89
results.cypher;tCon_noConflicts;7
results.cypher;tCon_conflicts;1279
results.cypher;pCon_noConflicts;2853
results.cypher;pCon_conflicts;2657
results.cypher;pInc_noConflicts;2899
results.cypher;pInc_conflicts;2757
results.cypher;tInc_noConflicts;2954
results.cypher;tInc_conflicts;2837
