STEP;QUERY;TIME (ms)
schema.cypher;indices;7
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;0
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;TOTAL;11

delete.cypher;delete nodes;725
delete.cypher;TOTAL;725

graphSetting.cypher;dataset loading;15534
graphSetting.cypher;concepts name;1
graphSetting.cypher;concepts name;1
graphSetting.cypher;concepts name;0
graphSetting.cypher;concepts name;0
graphSetting.cypher;concepts name;0
graphSetting.cypher;concepts name;1
graphSetting.cypher;persons;2
graphSetting.cypher;dates;34
graphSetting.cypher;persons;68
graphSetting.cypher;TOTAL;15641

constraints.cypher;Partial Temporal Consistency;2532
constraints.cypher;Partial Temporal Inconsistency;2988
constraints.cypher;Total Temporal Inconsistency;2241
constraints.cypher;C1;177
constraints.cypher;C1-1;97
constraints.cypher;C2;113
constraints.cypher;C2-1;28
constraints.cypher;C3;77
constraints.cypher;C4;5034
constraints.cypher;C4;4995
constraints.cypher;C5;4958
constraints.cypher;C6;7479
constraints.cypher;C7;4702
constraints.cypher;C8;28714
constraints.cypher;C14;203
constraints.cypher;C16;24
constraints.cypher;C17;23
constraints.cypher;C18;34
constraints.cypher;C19;10
constraints.cypher;C6;5757
constraints.cypher;TOTAL;70186

stats.cypher;Nb triplets;97
stats.cypher;Nb "o";35
stats.cypher;Nb "s";35
stats.cypher;nb "p";35
stats.cypher;Nb "p" links distribution;57
stats.cypher;Nb conflicts distribution;1057
stats.cypher;Nb temporal conflicts;608
stats.cypher;Distribution of linked "o";51
results.cypher;mapping_Neo4j_wikidata;93
results.cypher;inferredNodes;43
results.cypher;tCon_noConflicts;7
results.cypher;tCon_conflicts;859
results.cypher;pCon_noConflicts;2511
results.cypher;pCon_conflicts;2107
results.cypher;pInc_noConflicts;2459
results.cypher;pInc_conflicts;2181
results.cypher;tInc_noConflicts;2493
results.cypher;tInc_conflicts;2199
