STEP;QUERY;TIME (ms)
delete.cypher;delete nodes;9103
delete.cypher;TOTAL;9103

schema.cypher;indices;2
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;TOTAL;10

graphSetting.cypher;dataset loading;13626
graphSetting.cypher;TOTAL;13626

constraints.cypher;Partial Temporal Consistency;26
constraints.cypher;Partial Temporal Inconsistency;161
constraints.cypher;Total Temporal Inconsistency;113
constraints.cypher;C1 - birthDateConflict;976
constraints.cypher;C1-1 - birthDateConflictPolarity;271
constraints.cypher;C2 - deathDateConflict;412
constraints.cypher;C2-1 - deathDateConflictPolarity;157
constraints.cypher;C3 - birthDeathConflict;514
constraints.cypher;C4 - birthPlayerConflict;324
constraints.cypher;C4 - birthPlayerConflict;1877
constraints.cypher;C5 - deathPlayerConflict;341
constraints.cypher;C6 - playerAgeConflict;2592
constraints.cypher;C7 - playerTooOldConflict;2337
constraints.cypher;C8 - twoTeamsConflict;297747
constraints.cypher;C14 - marriageConflict;1109
constraints.cypher;C16 - birthMarriageConflict;174
constraints.cypher;C17 - deathMarriageConflict;103
constraints.cypher;C18 - playerCoachConflict;267
constraints.cypher;C19 - twoCompaniesConflict;174
constraints.cypher;C6 - playerAgeConflict;1125
constraints.cypher;TOTAL;310800

stats.cypher;Nb triplets;450
stats.cypher;Nb "o";195
stats.cypher;Nb "s";178
stats.cypher;nb "p";176
stats.cypher;Nb "p" links distribution;273
stats.cypher;Nb conflicts distribution;8040
stats.cypher;Nb temporal conflicts;6417
stats.cypher;Distribution of linked "o";253
results.cypher;mapping_Neo4j_wikidata;918
results.cypher;inferredNodes;196
results.cypher;tCon_noConflicts;14
results.cypher;tCon_conflicts;8729
results.cypher;pCon_noConflicts;19185
results.cypher;pCon_conflicts;18649
results.cypher;pInc_noConflicts;19707
results.cypher;pInc_conflicts;19118
results.cypher;tInc_noConflicts;19597
results.cypher;tInc_conflicts;19197
