STEP;QUERY;TIME (ms)
delete.cypher;delete nodes;5484
delete.cypher;TOTAL;5484

schema.cypher;indices;3
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;TOTAL;19

graphSetting.cypher;dataset loading;1018
graphSetting.cypher;TOTAL;1018

constraints.cypher;C1 - birthDateConflict;71
constraints.cypher;C2 - deathDateConflict;56
constraints.cypher;C3 - birthDeathConflict;26
constraints.cypher;C4 - birthPlayerConflict;37
constraints.cypher;C5 - deathPlayerConflict;37
constraints.cypher;C6 - playerAgeConflict;88
constraints.cypher;C7 - playerTooOldConflict;58
constraints.cypher;C8 - twoTeamsConflict;2258
constraints.cypher;C14 - marriageConflict;221
constraints.cypher;C16 - birthMarriageConflict;47
constraints.cypher;C17 - deathMarriageConflict;11
constraints.cypher;C18 - playerCoachConflict;74
constraints.cypher;C19 - twoCompaniesConflict;77
constraints.cypher;TOTAL;3061

stats.cypher;Nb triplets;18
stats.cypher;Nb "o";7
stats.cypher;Nb "s";7
stats.cypher;nb "p";7
stats.cypher;Nb "p" links distribution;11
stats.cypher;Nb conflicts distribution;72
stats.cypher;Nb temporal conflicts;71
stats.cypher;Distribution of linked "o";11
results.cypher;mapping_Neo4j_wikidata;40
results.cypher;inferredNodes;7
results.cypher;noConflicts;16
results.cypher;n-rockit_temporal_conflicts;69
results.cypher;conflicts;141
