STEP;QUERY;TIME (ms)
delete.cypher;delete nodes;27207
delete.cypher;TOTAL;27207

schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;TOTAL;11

graphSetting.cypher;dataset loading;1877397
graphSetting.cypher;TOTAL;1877397

constraints.cypher;Strict Temporal Consistency;37447
constraints.cypher;C1 - birthDateConflict;737
constraints.cypher;C2 - deathDateConflict;247
constraints.cypher;C3 - birthDeathConflict;347
constraints.cypher;C4 - birthPlayerConflict;692
constraints.cypher;C5 - deathPlayerConflict;145
constraints.cypher;C6 - playerAgeConflict;1157
constraints.cypher;C7 - playerTooOldConflict;1314
constraints.cypher;C8 - twoTeamsConflict;99775
constraints.cypher;C14 - marriageConflict;915
constraints.cypher;C16 - birthMarriageConflict;164
constraints.cypher;C17 - deathMarriageConflict;100
constraints.cypher;C18 - playerCoachConflict;160
constraints.cypher;C19 - twoCompaniesConflict;153
constraints.cypher;TOTAL;143353

stats.cypher;Nb triplets;399
stats.cypher;Nb "o";151
stats.cypher;Nb "s";151
stats.cypher;nb "p";147
stats.cypher;Nb "p" links distribution;227
stats.cypher;Nb conflicts distribution;3782
stats.cypher;Nb temporal conflicts;3105
stats.cypher;Distribution of linked "o";210
results.cypher;mapping_Neo4j_wikidata;841
results.cypher;inferredNodes;142
results.cypher;tCon_noConflicts;32
results.cypher;tCon_conflicts;4353
results.cypher;pCon_noConflicts;8145
results.cypher;pCon_conflicts;7973
results.cypher;pInc_noConflicts;8241
results.cypher;pInc_conflicts;8292
results.cypher;tInc_noConflicts;8565
results.cypher;tInc_conflicts;8325
