type;ID_TF;ID_s;ID_p
sameAs;Q81888-Q81888;Q81888;Q81888
sameAs;19540520-19540520;19540520;19540520
sameAs;17920513-17920513;17920513;17920513
sameAs;Q45302-Q45302;Q45302;Q45302
sameAs;Q45300-Q45300;Q45300;Q45300
sameAs;Q1131189-Q1131189;Q1131189;Q1131189
sameAs;19811015-19811015;19811015;19811015
sameAs;Q12058921-Q12058921;Q12058921;Q12058921
sameAs;18710506-18710506;18710506;18710506
sameAs;Q5959-Q5959;Q5959;Q5959
sameAs;16500101-16500101;16500101;16500101
sameAs;17231208-17231208;17231208;17231208
sameAs;14380101-14380101;14380101;14380101
sameAs;17430402-17430402;17430402;17430402
sameAs;Q10694-Q10694;Q10694;Q10694
sameAs;19850613-19850613;19850613;19850613
sameAs;18100510-18100510;18100510;18100510
sameAs;Q292618-Q292618;Q292618;Q292618
sameAs;Q35977-Q35977;Q35977;Q35977
sameAs;Q20018-Q20018;Q20018;Q20018
sameAs;Q42267-Q42267;Q42267;Q42267
sameAs;Q20014-Q20014;Q20014;Q20014
sameAs;19520901-19520901;19520901;19520901
sameAs;20150326-20150326;20150326;20150326
sameAs;Q438786-Q438786;Q438786;Q438786
sameAs;Q19032-Q19032;Q19032;Q19032
sameAs;Q22677-Q22677;Q22677;Q22677
sameAs;19560131-19560131;19560131;19560131
sameAs;17231219-17231219;17231219;17231219
sameAs;Q34658-Q34658;Q34658;Q34658
sameAs;Q7569724-Q7569724;Q7569724;Q7569724
sameAs;19400229-19400229;19400229;19400229
sameAs;Q34670-Q34670;Q34670;Q34670
sameAs;17940101-17940101;17940101;17940101
sameAs;20071026-20071026;20071026;20071026
sameAs;Q723542-Q723542;Q723542;Q723542
sameAs;Q19041-Q19041;Q19041;Q19041
sameAs;Q45331-Q45331;Q45331;Q45331
sameAs;Q44000-Q44000;Q44000;Q44000
sameAs;16521022-16521022;16521022;16521022
sameAs;Q3319-Q3319;Q3319;Q3319
sameAs;05740101-05740101;05740101;05740101
sameAs;19540508-19540508;19540508;19540508
sameAs;Q25718-Q25718;Q25718;Q25718
sameAs;Q7381780-Q7381780;Q7381780;Q7381780
sameAs;Q35998-Q35998;Q35998;Q35998
sameAs;19930419-19930419;19930419;19930419
sameAs;Q955661-Q955661;Q955661;Q955661
sameAs;19930417-19930417;19930417;19930417
sameAs;19540514-19540514;19540514;19540514
sameAs;19050405-19050405;19050405;19050405
sameAs;Q19054-Q19054;Q19054;Q19054
sameAs;18671222-18671222;18671222;18671222
sameAs;19421120-19421120;19421120;19421120
sameAs;18671227-18671227;18671227;18671227
sameAs;19050401-19050401;19050401;19050401
sameAs;18901215-18901215;18901215;18901215
sameAs;17430413-17430413;17430413;17430413
sameAs;Q4652-Q4652;Q4652;Q4652
sameAs;Q32014-Q32014;Q32014;Q32014
sameAs;Q6431906-Q6431906;Q6431906;Q6431906
sameAs;19061102-19061102;19061102;19061102
sameAs;19800321-19800321;19800321;19800321
sameAs;19541012-19541012;19541012;19541012
sameAs;Q18527-Q18527;Q18527;Q18527
sameAs;Q3241303-Q3241303;Q3241303;Q3241303
sameAs;Q335483-Q335483;Q335483;Q335483
sameAs;Q170117-Q170117;Q170117;Q170117
sameAs;19730806-19730806;19730806;19730806
sameAs;Q14623681-Q14623681;Q14623681;Q14623681
sameAs;18660528-18660528;18660528;18660528
sameAs;Q5117-Q5117;Q5117;Q5117
sameAs;Q39476-Q39476;Q39476;Q39476
sameAs;-00630000--00630000;-00630000;-00630000
sameAs;19800314-19800314;19800314;19800314
sameAs;Q44801-Q44801;Q44801;Q44801
sameAs;Q41778-Q41778;Q41778;Q41778
sameAs;20050114-20050114;20050114;20050114
sameAs;Q674911-Q674911;Q674911;Q674911
sameAs;Q3873503-Q3873503;Q3873503;Q3873503
sameAs;Q3873502-Q3873502;Q3873502;Q3873502
sameAs;19320404-19320404;19320404;19320404
sameAs;19730810-19730810;19730810;19730810
sameAs;Q32834-Q32834;Q32834;Q32834
sameAs;19960227-19960227;19960227;19960227
sameAs;Q7789-Q7789;Q7789;Q7789
sameAs;19290910-19290910;19290910;19290910
sameAs;19901001-19901001;19901001;19901001
sameAs;18571031-18571031;18571031;18571031
sameAs;Q240566-Q240566;Q240566;Q240566
sameAs;Q44836-Q44836;Q44836;Q44836
sameAs;20000625-20000625;20000625;20000625
sameAs;19300825-19300825;19300825;19300825
sameAs;Q26178-Q26178;Q26178;Q26178
sameAs;Q31519-Q31519;Q31519;Q31519
sameAs;Q32849-Q32849;Q32849;Q32849
sameAs;Q1136016-Q1136016;Q1136016;Q1136016
sameAs;Q32842-Q32842;Q32842;Q32842
sameAs;19370707-19370707;19370707;19370707
sameAs;Q219120-Q219120;Q219120;Q219120
sameAs;18470303-18470303;18470303;18470303
sameAs;Q22097538-Q22097538;Q22097538;Q22097538
sameAs;19610105-19610105;19610105;19610105
sameAs;18450719-18450719;18450719;18450719
sameAs;16460416-16460416;16460416;16460416
sameAs;Q17228-Q17228;Q17228;Q17228
sameAs;Q18558-Q18558;Q18558;Q18558
sameAs;Q17229-Q17229;Q17229;Q17229
sameAs;Q44820-Q44820;Q44820;Q44820
sameAs;19201020-19201020;19201020;19201020
sameAs;Q44822-Q44822;Q44822;Q44822
sameAs;Q29216-Q29216;Q29216;Q29216
sameAs;11800000-11800000;11800000;11800000
sameAs;19610101-19610101;19610101;19610101
sameAs;Q41792-Q41792;Q41792;Q41792
sameAs;Q2422811-Q2422811;Q2422811;Q2422811
sameAs;13881101-13881101;13881101;13881101
sameAs;19750422-19750422;19750422;19750422
sameAs;19320424-19320424;19320424;19320424
sameAs;Q2299670-Q2299670;Q2299670;Q2299670
sameAs;19660403-19660403;19660403;19660403
sameAs;17670105-17670105;17670105;17670105
sameAs;10390101-10390101;10390101;10390101
sameAs;Q3374-Q3374;Q3374;Q3374
sameAs;19640808-19640808;19640808;19640808
sameAs;20020210-20020210;20020210;20020210
sameAs;18720716-18720716;18720716;18720716
sameAs;19821224-19821224;19821224;19821224
sameAs;Q11930-Q11930;Q11930;Q11930
sameAs;Q43527-Q43527;Q43527;Q43527
sameAs;Q43522-Q43522;Q43522;Q43522
sameAs;Q44855-Q44855;Q44855;Q44855
sameAs;Q20882-Q20882;Q20882;Q20882
sameAs;19670620-19670620;19670620;19670620
sameAs;Q22249542-Q22249542;Q22249542;Q22249542
sameAs;Q11938-Q11938;Q11938;Q11938
sameAs;Q22249541-Q22249541;Q22249541;Q22249541
sameAs;19690222-19690222;19690222;19690222
sameAs;19860821-19860821;19860821;19860821
sameAs;Q712860-Q712860;Q712860;Q712860
sameAs;-00060101--00060101;-00060101;-00060101
sameAs;Q1344163-Q1344163;Q1344163;Q1344163
sameAs;18230608-18230608;18230608;18230608
sameAs;19530317-19530317;19530317;19530317
sameAs;Q2052-Q2052;Q2052;Q2052
sameAs;Q11942-Q11942;Q11942;Q11942
sameAs;Q44845-Q44845;Q44845;Q44845
sameAs;Q10611-Q10611;Q10611;Q10611
sameAs;11930101-11930101;11930101;11930101
sameAs;19860816-19860816;19860816;19860816
sameAs;Q44842-Q44842;Q44842;Q44842
sameAs;19761129-19761129;19761129;19761129
sameAs;Q44841-Q44841;Q44841;Q44841
sameAs;11500101-11500101;11500101;11500101
sameAs;Q20894-Q20894;Q20894;Q20894
sameAs;Q11945-Q11945;Q11945;Q11945
sameAs;19260216-19260216;19260216;19260216
sameAs;20000614-20000614;20000614;20000614
sameAs;Q11948-Q11948;Q11948;Q11948
sameAs;19860818-19860818;19860818;19860818
sameAs;Q2701714-Q2701714;Q2701714;Q2701714
sameAs;19690211-19690211;19690211;19690211
sameAs;10381215-10381215;10381215;10381215
sameAs;12020000-12020000;12020000;12020000
sameAs;10850401-10850401;10850401;10850401
sameAs;19670617-19670617;19670617;19670617
sameAs;14990912-14990912;14990912;14990912
sameAs;Q6419-Q6419;Q6419;Q6419
sameAs;18541122-18541122;18541122;18541122
sameAs;19470108-19470108;19470108;19470108
sameAs;19821204-19821204;19821204;19821204
sameAs;19491008-19491008;19491008;19491008
sameAs;19860805-19860805;19860805;19860805
sameAs;Q44871-Q44871;Q44871;Q44871
sameAs;19430925-19430925;19430925;19430925
sameAs;Q845137-Q845137;Q845137;Q845137
sameAs;08240101-08240101;08240101;08240101
sameAs;19601213-19601213;19601213;19601213
sameAs;03720000-03720000;03720000;03720000
sameAs;19510723-19510723;19510723;19510723
sameAs;Q6427-Q6427;Q6427;Q6427
sameAs;Q31554-Q31554;Q31554;Q31554
sameAs;19470101-19470101;19470101;19470101
sameAs;17950303-17950303;17950303;17950303
sameAs;Q2074-Q2074;Q2074;Q2074
sameAs;19821210-19821210;19821210;19821210
sameAs;19331104-19331104;19331104;19331104
sameAs;Q29250-Q29250;Q29250;Q29250
sameAs;19331106-19331106;19331106;19331106
sameAs;Q35912-Q35912;Q35912;Q35912
sameAs;Q11966-Q11966;Q11966;Q11966
sameAs;Q44866-Q44866;Q44866;Q44866
sameAs;19430913-19430913;19430913;19430913
sameAs;Q845146-Q845146;Q845146;Q845146
sameAs;19530323-19530323;19530323;19530323
sameAs;02441222-02441222;02441222;02441222
sameAs;Q276533-Q276533;Q276533;Q276533
sameAs;19530325-19530325;19530325;19530325
sameAs;Q554175-Q554175;Q554175;Q554175
sameAs;02800000-02800000;02800000;02800000
sameAs;Q5198-Q5198;Q5198;Q5198
sameAs;14500408-14500408;14500408;14500408
sameAs;Q16864-Q16864;Q16864;Q16864
sameAs;Q16867-Q16867;Q16867;Q16867
sameAs;Q950835-Q950835;Q950835;Q950835
sameAs;19040129-19040129;19040129;19040129
sameAs;Q5353161-Q5353161;Q5353161;Q5353161
sameAs;19191208-19191208;19191208;19191208
sameAs;19410502-19410502;19410502;19410502
sameAs;20110212-20110212;20110212;20110212
sameAs;19430101-19430101;19430101;19430101
sameAs;Q27517-Q27517;Q27517;Q27517
sameAs;19330625-19330625;19330625;19330625
sameAs;Q9550-Q9550;Q9550;Q9550
sameAs;19880513-19880513;19880513;19880513
sameAs;Q16873-Q16873;Q16873;Q16873
sameAs;Q9554-Q9554;Q9554;Q9554
sameAs;Q41828-Q41828;Q41828;Q41828
sameAs;19601230-19601230;19601230;19601230
sameAs;Q35155-Q35155;Q35155;Q35155
sameAs;Q15547-Q15547;Q15547;Q15547
sameAs;19121228-19121228;19121228;19121228
sameAs;Q180305-Q180305;Q180305;Q180305
sameAs;Q37797-Q37797;Q37797;Q37797
sameAs;17041028-17041028;17041028;17041028
sameAs;Q14218-Q14218;Q14218;Q14218
sameAs;Q27533-Q27533;Q27533;Q27533
sameAs;Q44089-Q44089;Q44089;Q44089
sameAs;Q188277-Q188277;Q188277;Q188277
sameAs;Q36476-Q36476;Q36476;Q36476
sameAs;Q1386854-Q1386854;Q1386854;Q1386854
sameAs;Q40513-Q40513;Q40513;Q40513
sameAs;Q41847-Q41847;Q41847;Q41847
sameAs;Q1100946-Q1100946;Q1100946;Q1100946
sameAs;Q1386850-Q1386850;Q1386850;Q1386850
sameAs;Q727147-Q727147;Q727147;Q727147
sameAs;19330601-19330601;19330601;19330601
sameAs;Q762353-Q762353;Q762353;Q762353
sameAs;19281229-19281229;19281229;19281229
sameAs;Q28873-Q28873;Q28873;Q28873
sameAs;Q26206-Q26206;Q26206;Q26206
sameAs;Q27535-Q27535;Q27535;Q27535
sameAs;18190801-18190801;18190801;18190801
sameAs;Q26207-Q26207;Q26207;Q26207
sameAs;19830113-19830113;19830113;19830113
sameAs;15400101-15400101;15400101;15400101
sameAs;Q35171-Q35171;Q35171;Q35171
sameAs;Q1786833-Q1786833;Q1786833;Q1786833
sameAs;-01730000--01730000;-01730000;-01730000
sameAs;Q9575-Q9575;Q9575;Q9575
sameAs;Q3289333-Q3289333;Q3289333;Q3289333
sameAs;19830119-19830119;19830119;19830119
sameAs;Q38200-Q38200;Q38200;Q38200
sameAs;Q38203-Q38203;Q38203;Q38203
sameAs;-04480000--04480000;-04480000;-04480000
sameAs;16611106-16611106;16611106;16611106
sameAs;Q40501-Q40501;Q40501;Q40501
sameAs;Q41838-Q41838;Q41838;Q41838
sameAs;19671122-19671122;19671122;19671122
sameAs;19740101-19740101;19740101;19740101
sameAs;Q172721-Q172721;Q172721;Q172721
sameAs;00380000-00380000;00380000;00380000
sameAs;Q28876-Q28876;Q28876;Q28876
sameAs;18980925-18980925;18980925;18980925
sameAs;19380914-19380914;19380914;19380914
sameAs;19830129-19830129;19830129;19830129
sameAs;Q9588-Q9588;Q9588;Q9588
sameAs;Q663400-Q663400;Q663400;Q663400
sameAs;17890121-17890121;17890121;17890121
sameAs;Q216913-Q216913;Q216913;Q216913
sameAs;-01640101--01640101;-01640101;-01640101
sameAs;17940925-17940925;17940925;17940925
sameAs;19891213-19891213;19891213;19891213
sameAs;19891214-19891214;19891214;19891214
sameAs;Q4461295-Q4461295;Q4461295;Q4461295
sameAs;20131117-20131117;20131117;20131117
sameAs;19130126-19130126;19130126;19130126
sameAs;Q4688829-Q4688829;Q4688829;Q4688829
sameAs;Q19943-Q19943;Q19943;Q19943
sameAs;19660411-19660411;19660411;19660411
sameAs;Q9513-Q9513;Q9513;Q9513
sameAs;18550101-18550101;18550101;18550101
sameAs;18690308-18690308;18690308;18690308
sameAs;19740125-19740125;19740125;19740125
sameAs;Q22941637-Q22941637;Q22941637;Q22941637
sameAs;-12170101--12170101;-12170101;-12170101
sameAs;Q27572-Q27572;Q27572;Q27572
sameAs;Q724065-Q724065;Q724065;Q724065
sameAs;Q2421426-Q2421426;Q2421426;Q2421426
sameAs;Q501693-Q501693;Q501693;Q501693
sameAs;Q26243-Q26243;Q26243;Q26243
sameAs;Q26244-Q26244;Q26244;Q26244
sameAs;Q28899-Q28899;Q28899;Q28899
sameAs;19560930-19560930;19560930;19560930
sameAs;19830101-19830101;19830101;19830101
sameAs;19950908-19950908;19950908;19950908
sameAs;Q14263-Q14263;Q14263;Q14263
sameAs;18550108-18550108;18550108;18550108
sameAs;Q2229763-Q2229763;Q2229763;Q2229763
sameAs;19070819-19070819;19070819;19070819
sameAs;Q182930-Q182930;Q182930;Q182930
sameAs;Q44912-Q44912;Q44912;Q44912
sameAs;Q44911-Q44911;Q44911;Q44911
sameAs;Q5172-Q5172;Q5172;Q5172
sameAs;20010909-20010909;20010909;20010909
sameAs;Q22941605-Q22941605;Q22941605;Q22941605
sameAs;Q619-Q619;Q619;Q619
sameAs;18280928-18280928;18280928;18280928
sameAs;Q5170-Q5170;Q5170;Q5170
sameAs;Q26252-Q26252;Q26252;Q26252
sameAs;14040208-14040208;14040208;14040208
sameAs;19580511-19580511;19580511;19580511
sameAs;19130109-19130109;19130109;19130109
sameAs;Q26251-Q26251;Q26251;Q26251
sameAs;17330219-17330219;17330219;17330219
sameAs;19851010-19851010;19851010;19851010
sameAs;19990101-19990101;19990101;19990101
sameAs;19130101-19130101;19130101;19130101
sameAs;05310101-05310101;05310101;05310101
sameAs;Q38245-Q38245;Q38245;Q38245
sameAs;Q14277-Q14277;Q14277;Q14277
sameAs;Q644157-Q644157;Q644157;Q644157
sameAs;Q9535-Q9535;Q9535;Q9535
sameAs;Q44905-Q44905;Q44905;Q44905
sameAs;Q14279-Q14279;Q14279;Q14279
sameAs;19290131-19290131;19290131;19290131
sameAs;Q20951-Q20951;Q20951;Q20951
sameAs;Q26267-Q26267;Q26267;Q26267
sameAs;19460819-19460819;19460819;19460819
sameAs;13860101-13860101;13860101;13860101
sameAs;19891229-19891229;19891229;19891229
sameAs;19480403-19480403;19480403;19480403
sameAs;19870307-19870307;19870307;19870307
sameAs;11750000-11750000;11750000;11750000
sameAs;19031228-19031228;19031228;19031228
sameAs;Q8219-Q8219;Q8219;Q8219
sameAs;Q9543-Q9543;Q9543;Q9543
sameAs;19480409-19480409;19480409;19480409
sameAs;Q633-Q633;Q633;Q633
sameAs;19010313-19010313;19010313;19010313
sameAs;Q635-Q635;Q635;Q635
sameAs;20070515-20070515;20070515;20070515
sameAs;19770828-19770828;19770828;19770828
sameAs;Q631-Q631;Q631;Q631
sameAs;Q3924852-Q3924852;Q3924852;Q3924852
sameAs;19290121-19290121;19290121;19290121
sameAs;Q21381-Q21381;Q21381;Q21381
sameAs;Q45346-Q45346;Q45346;Q45346
sameAs;Q2871902-Q2871902;Q2871902;Q2871902
sameAs;19680909-19680909;19680909;19680909
sameAs;Q45351-Q45351;Q45351;Q45351
sameAs;Q19061-Q19061;Q19061;Q19061
sameAs;Q25735-Q25735;Q25735;Q25735
sameAs;19731211-19731211;19731211;19731211
sameAs;Q4700-Q4700;Q4700;Q4700
sameAs;19870317-19870317;19870317;19870317
sameAs;Q6124085-Q6124085;Q6124085;Q6124085
sameAs;19920210-19920210;19920210;19920210
sameAs;Q26220958-Q26220958;Q26220958;Q26220958
sameAs;Q32027-Q32027;Q32027;Q32027
sameAs;Q32024-Q32024;Q32024;Q32024
sameAs;Q1672-Q1672;Q1672;Q1672
sameAs;20050915-20050915;20050915;20050915
sameAs;20050917-20050917;20050917;20050917
sameAs;Q1681-Q1681;Q1681;Q1681
sameAs;20050918-20050918;20050918;20050918
sameAs;Q33371-Q33371;Q33371;Q33371
sameAs;19440321-19440321;19440321;19440321
sameAs;-00940101--00940101;-00940101;-00940101
sameAs;Q2141296-Q2141296;Q2141296;Q2141296
sameAs;Q1269122-Q1269122;Q1269122;Q1269122
sameAs;Q191843-Q191843;Q191843;Q191843
sameAs;Q24410-Q24410;Q24410;Q24410
sameAs;Q185163-Q185163;Q185163;Q185163
sameAs;11010824-11010824;11010824;11010824
sameAs;19421225-19421225;19421225;19421225
sameAs;19290113-19290113;19290113;19290113
sameAs;18910220-18910220;18910220;18910220
sameAs;11270101-11270101;11270101;11270101
sameAs;Q2247534-Q2247534;Q2247534;Q2247534
sameAs;20050927-20050927;20050927;20050927
sameAs;Q1691-Q1691;Q1691;Q1691
sameAs;19340802-19340802;19340802;19340802
sameAs;08400620-08400620;08400620;08400620
sameAs;Q725367-Q725367;Q725367;Q725367
sameAs;Q44039-Q44039;Q44039;Q44039
sameAs;19581009-19581009;19581009;19581009
sameAs;19840316-19840316;19840316;19840316
sameAs;Q45373-Q45373;Q45373;Q45373
sameAs;19630629-19630629;19630629;19630629
sameAs;Q45371-Q45371;Q45371;Q45371
sameAs;Q4723-Q4723;Q4723;Q4723
sameAs;Q91223-Q91223;Q91223;Q91223
sameAs;Q32049-Q32049;Q32049;Q32049
sameAs;19421215-19421215;19421215;19421215
sameAs;Q4120744-Q4120744;Q4120744;Q4120744
sameAs;19421216-19421216;19421216;19421216
sameAs;16850321-16850321;16850321;16850321
sameAs;13990316-13990316;13990316;13990316
sameAs;Q11124-Q11124;Q11124;Q11124
sameAs;Q26220952-Q26220952;Q26220952;Q26220952
sameAs;Q37731-Q37731;Q37731;Q37731
sameAs;Q2735059-Q2735059;Q2735059;Q2735059
sameAs;Q33391-Q33391;Q33391;Q33391
sameAs;Q16811-Q16811;Q16811;Q16811
sameAs;Q5829999-Q5829999;Q5829999;Q5829999
sameAs;02490101-02490101;02490101;02490101
sameAs;Q16818-Q16818;Q16818;Q16818
sameAs;Q25770-Q25770;Q25770;Q25770
sameAs;Q25766-Q25766;Q25766;Q25766
sameAs;Q44032-Q44032;Q44032;Q44032
sameAs;-04970101--04970101;-04970101;-04970101
sameAs;19840326-19840326;19840326;19840326
sameAs;19680919-19680919;19680919;19680919
sameAs;19700124-19700124;19700124;19700124
sameAs;Q308683-Q308683;Q308683;Q308683
sameAs;19840320-19840320;19840320;19840320
sameAs;18791107-18791107;18791107;18791107
sameAs;Q16824-Q16824;Q16824;Q16824
sameAs;19080221-19080221;19080221;19080221
sameAs;12200000-12200000;12200000;12200000
sameAs;19140331-19140331;19140331;19140331
sameAs;Q708808-Q708808;Q708808;Q708808
sameAs;19490612-19490612;19490612;19490612
sameAs;Q2361387-Q2361387;Q2361387;Q2361387
sameAs;18570523-18570523;18570523;18570523
sameAs;19451008-19451008;19451008;19451008
sameAs;Q2479641-Q2479641;Q2479641;Q2479641
sameAs;19060617-19060617;19060617;19060617
sameAs;Q45387-Q45387;Q45387;Q45387
sameAs;19881002-19881002;19881002;19881002
sameAs;19511112-19511112;19511112;19511112
sameAs;Q23114-Q23114;Q23114;Q23114
sameAs;Q24445-Q24445;Q24445;Q24445
sameAs;Q1638-Q1638;Q1638;Q1638
sameAs;Q490586-Q490586;Q490586;Q490586
sameAs;19861230-19861230;19861230;19861230
sameAs;Q37772-Q37772;Q37772;Q37772
sameAs;Q36441-Q36441;Q36441;Q36441
sameAs;18600810-18600810;18600810;18600810
sameAs;19490622-19490622;19490622;19490622
sameAs;Q37753-Q37753;Q37753;Q37753
sameAs;19410530-19410530;19410530;19410530
sameAs;08200101-08200101;08200101;08200101
sameAs;19181031-19181031;19181031;19181031
sameAs;19220220-19220220;19220220;19220220
sameAs;19840309-19840309;19840309;19840309
sameAs;18590127-18590127;18590127;18590127
sameAs;Q24455-Q24455;Q24455;Q24455
sameAs;19700101-19700101;19700101;19700101
sameAs;19861229-19861229;19861229;19861229
sameAs;19620403-19620403;19620403;19620403
sameAs;Q45383-Q45383;Q45383;Q45383
sameAs;Q1646-Q1646;Q1646;Q1646
sameAs;19591206-19591206;19591206;19591206
sameAs;Q2669959-Q2669959;Q2669959;Q2669959
sameAs;19840303-19840303;19840303;19840303
sameAs;16850331-16850331;16850331;16850331
sameAs;Q206702-Q206702;Q206702;Q206702
sameAs;20100831-20100831;20100831;20100831
sameAs;Q36456-Q36456;Q36456;Q36456
sameAs;17560527-17560527;17560527;17560527
sameAs;Q15512-Q15512;Q15512;Q15512
sameAs;Q8289-Q8289;Q8289;Q8289
sameAs;17850101-17850101;17850101;17850101
sameAs;Q16843-Q16843;Q16843;Q16843
sameAs;Q8286-Q8286;Q8286;Q8286
sameAs;Q16844-Q16844;Q16844;Q16844
sameAs;19570310-19570310;19570310;19570310
sameAs;12411211-12411211;12411211;12411211
sameAs;19410525-19410525;19410525;19410525
sameAs;19600806-19600806;19600806;19600806
sameAs;Q24474-Q24474;Q24474;Q24474
sameAs;19900629-19900629;19900629;19900629
sameAs;Q270420-Q270420;Q270420;Q270420
sameAs;-01520101--01520101;-01520101;-01520101
sameAs;19451026-19451026;19451026;19451026
sameAs;Q12492-Q12492;Q12492;Q12492
sameAs;Q2341799-Q2341799;Q2341799;Q2341799
sameAs;15570101-15570101;15570101;15570101
sameAs;19900624-19900624;19900624;19900624
sameAs;Q16858-Q16858;Q16858;Q16858
sameAs;19120714-19120714;19120714;19120714
sameAs;18501116-18501116;18501116;18501116
sameAs;Q8296-Q8296;Q8296;Q8296
sameAs;Q468663-Q468663;Q468663;Q468663
sameAs;19591221-19591221;19591221;19591221
sameAs;17441018-17441018;17441018;17441018
sameAs;18441005-18441005;18441005;18441005
sameAs;18330820-18330820;18330820;18330820
sameAs;15840328-15840328;15840328;15840328
sameAs;Q1584552-Q1584552;Q1584552;Q1584552
sameAs;Q27503-Q27503;Q27503;Q27503
sameAs;Q27504-Q27504;Q27504;Q27504
sameAs;13460805-13460805;13460805;13460805
sameAs;Q44077-Q44077;Q44077;Q44077
sameAs;20100819-20100819;20100819;20100819
sameAs;13480402-13480402;13480402;13480402
sameAs;20100817-20100817;20100817;20100817
sameAs;Q44073-Q44073;Q44073;Q44073
sameAs;Q28836-Q28836;Q28836;Q28836
sameAs;Q11171-Q11171;Q11171;Q11171
sameAs;Q106394-Q106394;Q106394;Q106394
sameAs;Q5299159-Q5299159;Q5299159;Q5299159
sameAs;Q31460-Q31460;Q31460;Q31460
sameAs;Q6721445-Q6721445;Q6721445;Q6721445
sameAs;Q68743-Q68743;Q68743;Q68743
sameAs;Q43444-Q43444;Q43444;Q43444
sameAs;19280830-19280830;19280830;19280830
sameAs;Q44778-Q44778;Q44778;Q44778
sameAs;Q44772-Q44772;Q44772;Q44772
sameAs;Q44771-Q44771;Q44771;Q44771
sameAs;19721130-19721130;19721130;19721130
sameAs;Q44781-Q44781;Q44781;Q44781
sameAs;Q244874-Q244874;Q244874;Q244874
sameAs;20060422-20060422;20060422;20060422
sameAs;19860105-19860105;19860105;19860105
sameAs;Q795978-Q795978;Q795978;Q795978
sameAs;20060420-20060420;20060420;20060420
sameAs;Q32787-Q32787;Q32787;Q32787
