type;ID_TF;ID_s;ID_p
sameAs;20071026-20071026;20071026;20071026
sameAs;18021219-18021219;18021219;18021219
sameAs;Q153638-Q153638;Q153638;Q153638
sameAs;20071027-20071027;20071027;20071027
sameAs;Q153637-Q153637;Q153637;Q153637
sameAs;17900923-17900923;17900923;17900923
sameAs;Q116692-Q116692;Q116692;Q116692
sameAs;20071024-20071024;20071024;20071024
sameAs;19540501-19540501;19540501;19540501
sameAs;19070000-19070000;19070000;19070000
sameAs;20071020-20071020;20071020;20071020
sameAs;Q116694-Q116694;Q116694;Q116694
sameAs;19540505-19540505;19540505;19540505
sameAs;19540504-19540504;19540504;19540504
sameAs;Q114038-Q114038;Q114038;Q114038
sameAs;19890702-19890702;19890702;19890702
sameAs;Q102080-Q102080;Q102080;Q102080
sameAs;19540508-19540508;19540508;19540508
sameAs;19890701-19890701;19890701;19890701
sameAs;18021215-18021215;18021215;18021215
sameAs;17430422-17430422;17430422;17430422
sameAs;Q102089-Q102089;Q102089;Q102089
sameAs;Q102086-Q102086;Q102086;Q102086
sameAs;20071019-20071019;20071019;20071019
sameAs;16780726-16780726;16780726;16780726
sameAs;Q153622-Q153622;Q153622;Q153622
sameAs;20071016-20071016;20071016;20071016
sameAs;20071013-20071013;20071013;20071013
sameAs;Q114044-Q114044;Q114044;Q114044
sameAs;19540514-19540514;19540514;19540514
sameAs;19540513-19540513;19540513;19540513
sameAs;Q153620-Q153620;Q153620;Q153620
sameAs;19540516-19540516;19540516;19540516
sameAs;19540515-19540515;19540515;19540515
sameAs;Q114049-Q114049;Q114049;Q114049
sameAs;Q141649-Q141649;Q141649;Q141649
sameAs;15440111-15440111;15440111;15440111
sameAs;Q102073-Q102073;Q102073;Q102073
sameAs;17430411-17430411;17430411;17430411
sameAs;17430413-17430413;17430413;17430413
sameAs;Q126021-Q126021;Q126021;Q126021
sameAs;19290930-19290930;19290930;19290930
sameAs;Q102077-Q102077;Q102077;Q102077
sameAs;Q102075-Q102075;Q102075;Q102075
sameAs;Q126024-Q126024;Q126024;Q126024
sameAs;Q102076-Q102076;Q102076;Q102076
sameAs;17430416-17430416;17430416;17430416
sameAs;19420703-19420703;19420703;19420703
sameAs;Q104600-Q104600;Q104600;Q104600
sameAs;19420705-19420705;19420705;19420705
sameAs;19420706-19420706;19420706;19420706
sameAs;17550220-17550220;17550220;17550220
sameAs;19420708-19420708;19420708;19420708
sameAs;19420709-19420709;19420709;19420709
sameAs;18180614-18180614;18180614;18180614
sameAs;Q61393-Q61393;Q61393;Q61393
sameAs;18141016-18141016;18141016;18141016
sameAs;19300807-19300807;19300807;19300807
sameAs;Q73378-Q73378;Q73378;Q73378
sameAs;19290923-19290923;19290923;19290923
sameAs;Q73376-Q73376;Q73376;Q73376
sameAs;19890727-19890727;19890727;19890727
sameAs;18310407-18310407;18310407;18310407
sameAs;Q97342-Q97342;Q97342;Q97342
sameAs;18660528-18660528;18660528;18660528
sameAs;Q85371-Q85371;Q85371;Q85371
sameAs;Q97349-Q97349;Q97349;Q97349
sameAs;19420702-19420702;19420702;19420702
sameAs;17190219-17190219;17190219;17190219
sameAs;19290920-19290920;19290920;19290920
sameAs;Q85352-Q85352;Q85352;Q85352
sameAs;18660514-18660514;18660514;18660514
sameAs;18660512-18660512;18660512;18660512
sameAs;Q73392-Q73392;Q73392;Q73392
sameAs;19300818-19300818;19300818;19300818
sameAs;18310415-18310415;18310415;18310415
sameAs;18141023-18141023;18141023;18141023
sameAs;14200611-14200611;14200611;14200611
sameAs;Q85358-Q85358;Q85358;Q85358
sameAs;20071031-20071031;20071031;20071031
sameAs;Q73388-Q73388;Q73388;Q73388
sameAs;Q116602-Q116602;Q116602;Q116602
sameAs;Q73387-Q73387;Q73387;Q73387
sameAs;19890715-19890715;19890715;19890715
sameAs;19890716-19890716;19890716;19890716
sameAs;19890713-19890713;19890713;19890713
sameAs;19290915-19290915;19290915;19290915
sameAs;19890714-19890714;19890714;19890714
sameAs;18310418-18310418;18310418;18310418
sameAs;Q73382-Q73382;Q73382;Q73382
sameAs;Q297430-Q297430;Q297430;Q297430
sameAs;18660515-18660515;18660515;18660515
sameAs;19290910-19290910;19290910;19290910
sameAs;Q85346-Q85346;Q85346;Q85346
sameAs;Q104622-Q104622;Q104622;Q104622
sameAs;14440315-14440315;14440315;14440315
sameAs;18491231-18491231;18491231;18491231
sameAs;Q61374-Q61374;Q61374;Q61374
sameAs;19300827-19300827;19300827;19300827
sameAs;20000625-20000625;20000625;20000625
sameAs;Q61376-Q61376;Q61376;Q61376
sameAs;19300825-19300825;19300825;19300825
sameAs;19300824-19300824;19300824;19300824
sameAs;Q97325-Q97325;Q97325;Q97325
sameAs;19290907-19290907;19290907;19290907
sameAs;Q97320-Q97320;Q97320;Q97320
sameAs;18971130-18971130;18971130;18971130
sameAs;Q73359-Q73359;Q73359;Q73359
sameAs;Q61389-Q61389;Q61389;Q61389
sameAs;Q104612-Q104612;Q104612;Q104612
sameAs;Q87996-Q87996;Q87996;Q87996
sameAs;19660404-19660404;19660404;19660404
sameAs;Q104610-Q104610;Q104610;Q104610
sameAs;19660405-19660405;19660405;19660405
sameAs;Q87992-Q87992;Q87992;Q87992
sameAs;Q87991-Q87991;Q87991;Q87991
sameAs;13680101-13680101;13680101;13680101
sameAs;Q87998-Q87998;Q87998;Q87998
sameAs;Q73367-Q73367;Q73367;Q73367
sameAs;19300831-19300831;19300831;19300831
sameAs;Q73361-Q73361;Q73361;Q73361
sameAs;Q97310-Q97310;Q97310;Q97310
sameAs;Q73360-Q73360;Q73360;Q73360
sameAs;17670101-17670101;17670101;17670101
sameAs;19660403-19660403;19660403;19660403
sameAs;Q97315-Q97315;Q97315;Q97315
sameAs;17670105-17670105;17670105;17670105
sameAs;Q73369-Q73369;Q73369;Q73369
sameAs;Q97318-Q97318;Q97318;Q97318
sameAs;19660401-19660401;19660401;19660401
sameAs;Q116631-Q116631;Q116631;Q116631
sameAs;16320101-16320101;16320101;16320101
sameAs;20000603-20000603;20000603;20000603
sameAs;16741107-16741107;16741107;16741107
sameAs;Q97388-Q97388;Q97388;Q97388
sameAs;19180514-19180514;19180514;19180514
sameAs;16741108-16741108;16741108;16741108
sameAs;19180512-19180512;19180512;19180512
sameAs;18971119-18971119;18971119;18971119
sameAs;Q97387-Q97387;Q97387;Q97387
sameAs;17261010-17261010;17261010;17261010
sameAs;18971110-18971110;18971110;18971110
sameAs;19180518-19180518;19180518;19180518
sameAs;Q104640-Q104640;Q104640;Q104640
sameAs;19491023-19491023;19491023;19491023
sameAs;18971112-18971112;18971112;18971112
sameAs;20000615-20000615;20000615;20000615
sameAs;Q85399-Q85399;Q85399;Q85399
sameAs;16670212-16670212;16670212;16670212
sameAs;Q104636-Q104636;Q104636;Q104636
sameAs;11930101-11930101;11930101;11930101
sameAs;Q97383-Q97383;Q97383;Q97383
sameAs;12450000-12450000;12450000;12450000
sameAs;20000611-20000611;20000611;20000611
sameAs;20000614-20000614;20000614;20000614
sameAs;Q97377-Q97377;Q97377;Q97377
sameAs;19180501-19180501;19180501;19180501
sameAs;18971129-18971129;18971129;18971129
sameAs;19180508-19180508;19180508;19180508
sameAs;18971122-18971122;18971122;18971122
sameAs;18971123-18971123;18971123;18971123
sameAs;19491006-19491006;19491006;19491006
sameAs;Q104666-Q104666;Q104666;Q104666
sameAs;Q104665-Q104665;Q104665;Q104665
sameAs;Q102003-Q102003;Q102003;Q102003
sameAs;19491008-19491008;19491008;19491008
sameAs;Q97370-Q97370;Q97370;Q97370
sameAs;Q73396-Q73396;Q73396;Q73396
sameAs;19180531-19180531;19180531;19180531
sameAs;Q97363-Q97363;Q97363;Q97363
sameAs;Q97364-Q97364;Q97364;Q97364
sameAs;Q85393-Q85393;Q85393;Q85393
sameAs;Q102000-Q102000;Q102000;Q102000
sameAs;Q104663-Q104663;Q104663;Q104663
sameAs;19491018-19491018;19491018;19491018
sameAs;19491017-19491017;19491017;19491017
sameAs;Q85376-Q85376;Q85376;Q85376
sameAs;19491016-19491016;19491016;19491016
sameAs;Q85373-Q85373;Q85373;Q85373
sameAs;Q104657-Q104657;Q104657;Q104657
sameAs;Q7651809-Q7651809;Q7651809;Q7651809
sameAs;Q97360-Q97360;Q97360;Q97360
sameAs;18971103-18971103;18971103;18971103
sameAs;18971104-18971104;18971104;18971104
sameAs;Q97355-Q97355;Q97355;Q97355
sameAs;19180525-19180525;19180525;19180525
sameAs;19180522-19180522;19180522;19180522
sameAs;Q97357-Q97357;Q97357;Q97357
sameAs;19180521-19180521;19180521;19180521
sameAs;18971108-18971108;18971108;18971108
sameAs;17190223-17190223;17190223;17190223
sameAs;Q85380-Q85380;Q85380;Q85380
sameAs;19180528-19180528;19180528;19180528
sameAs;19491012-19491012;19491012;19491012
sameAs;Q104650-Q104650;Q104650;Q104650
sameAs;Q61433-Q61433;Q61433;Q61433
sameAs;Q85404-Q85404;Q85404;Q85404
sameAs;Q85402-Q85402;Q85402;Q85402
sameAs;Q273511-Q273511;Q273511;Q273511
sameAs;16190402-16190402;16190402;16190402
sameAs;16910413-16910413;16910413;16910413
sameAs;19430101-19430101;19430101;19430101
sameAs;Q73418-Q73418;Q73418;Q73418
sameAs;Q73417-Q73417;Q73417;Q73417
sameAs;Q73416-Q73416;Q73416;Q73416
sameAs;Q73413-Q73413;Q73413;Q73413
sameAs;Q61446-Q61446;Q61446;Q61446
sameAs;Q61449-Q61449;Q61449;Q61449
sameAs;17540926-17540926;17540926;17540926
sameAs;Q61441-Q61441;Q61441;Q61441
sameAs;Q61442-Q61442;Q61442;Q61442
sameAs;Q73421-Q73421;Q73421;Q73421
sameAs;16910405-16910405;16910405;16910405
sameAs;04170313-04170313;04170313;04170313
sameAs;Q73429-Q73429;Q73429;Q73429
sameAs;18420905-18420905;18420905;18420905
sameAs;Q73426-Q73426;Q73426;Q73426
sameAs;18420906-18420906;18420906;18420906
sameAs;Q944169-Q944169;Q944169;Q944169
sameAs;Q36476-Q36476;Q36476;Q36476
sameAs;Q61411-Q61411;Q61411;Q61411
sameAs;17540913-17540913;17540913;17540913
sameAs;18420912-18420912;18420912;18420912
sameAs;18890808-18890808;18890808;18890808
sameAs;17540916-17540916;17540916;17540916
sameAs;18851209-18851209;18851209;18851209
sameAs;18890804-18890804;18890804;18890804
sameAs;18851203-18851203;18851203;18851203
sameAs;Q48487-Q48487;Q48487;Q48487
sameAs;08760101-08760101;08760101;08760101
sameAs;-01730000--01730000;-01730000;-01730000
sameAs;-04480000--04480000;-04480000;-04480000
sameAs;18550122-18550122;18550122;18550122
sameAs;18851211-18851211;18851211;18851211
sameAs;Q212564-Q212564;Q212564;Q212564
sameAs;18420921-18420921;18420921;18420921
sameAs;18070215-18070215;18070215;18070215
sameAs;18070218-18070218;18070218;18070218
sameAs;11210429-11210429;11210429;11210429
sameAs;18070213-18070213;18070213;18070213
sameAs;18851215-18851215;18851215;18851215
sameAs;16381122-16381122;16381122;16381122
sameAs;Q13407390-Q13407390;Q13407390;Q13407390
sameAs;17540901-17540901;17540901;17540901
sameAs;Q73402-Q73402;Q73402;Q73402
sameAs;Q61477-Q61477;Q61477;Q61477
sameAs;Q85444-Q85444;Q85444;Q85444
sameAs;18550118-18550118;18550118;18550118
sameAs;Q190561-Q190561;Q190561;Q190561
sameAs;Q61471-Q61471;Q61471;Q61471
sameAs;Q61473-Q61473;Q61473;Q61473
sameAs;19851031-19851031;19851031;19851031
sameAs;17550305-17550305;17550305;17550305
sameAs;18851227-18851227;18851227;18851227
sameAs;Q61475-Q61475;Q61475;Q61475
sameAs;18851226-18851226;18851226;18851226
sameAs;Q85447-Q85447;Q85447;Q85447
sameAs;17550304-17550304;17550304;17550304
sameAs;10570101-10570101;10570101;10570101
sameAs;Q97422-Q97422;Q97422;Q97422
sameAs;Q297525-Q297525;Q297525;Q297525
sameAs;Q97421-Q97421;Q97421;Q97421
sameAs;18890820-18890820;18890820;18890820
sameAs;Q1103168-Q1103168;Q1103168;Q1103168
sameAs;19660410-19660410;19660410;19660410
sameAs;Q73458-Q73458;Q73458;Q73458
sameAs;19660411-19660411;19660411;19660411
sameAs;Q97428-Q97428;Q97428;Q97428
sameAs;Q97427-Q97427;Q97427;Q97427
sameAs;Q85433-Q85433;Q85433;Q85433
sameAs;18550101-18550101;18550101;18550101
sameAs;Q212545-Q212545;Q212545;Q212545
sameAs;Q85432-Q85432;Q85432;Q85432
sameAs;Q85430-Q85430;Q85430;Q85430
sameAs;18890816-18890816;18890816;18890816
sameAs;18890815-18890815;18890815;18890815
sameAs;Q501693-Q501693;Q501693;Q501693
sameAs;17550314-17550314;17550314;17550314
sameAs;Q85436-Q85436;Q85436;Q85436
sameAs;Q885182-Q885182;Q885182;Q885182
sameAs;Q1103153-Q1103153;Q1103153;Q1103153
sameAs;Q97412-Q97412;Q97412;Q97412
sameAs;Q73460-Q73460;Q73460;Q73460
sameAs;18550108-18550108;18550108;18550108
sameAs;19660420-19660420;19660420;19660420
sameAs;Q97417-Q97417;Q97417;Q97417
sameAs;Q73467-Q73467;Q73467;Q73467
sameAs;19660423-19660423;19660423;19660423
sameAs;19420726-19420726;19420726;19420726
sameAs;19420727-19420727;19420727;19420727
sameAs;Q85420-Q85420;Q85420;Q85420
sameAs;Q85421-Q85421;Q85421;Q85421
sameAs;19420729-19420729;19420729;19420729
sameAs;19851017-19851017;19851017;19851017
sameAs;19851015-19851015;19851015;19851015
sameAs;Q85426-Q85426;Q85426;Q85426
sameAs;19851010-19851010;19851010;19851010
sameAs;Q61453-Q61453;Q61453;Q61453
sameAs;Q61454-Q61454;Q61454;Q61454
sameAs;18900812-18900812;18900812;18900812
sameAs;Q97401-Q97401;Q97401;Q97401
sameAs;17741018-17741018;17741018;17741018
sameAs;Q97408-Q97408;Q97408;Q97408
sameAs;Q73439-Q73439;Q73439;Q73439
sameAs;18900814-18900814;18900814;18900814
sameAs;10100101-10100101;10100101;10100101
sameAs;19420722-19420722;19420722;19420722
sameAs;18900813-18900813;18900813;18900813
sameAs;19420724-19420724;19420724;19420724
sameAs;Q97405-Q97405;Q97405;Q97405
sameAs;Q85412-Q85412;Q85412;Q85412
sameAs;19420716-19420716;19420716;19420716
sameAs;Q85410-Q85410;Q85410;Q85410
sameAs;19420717-19420717;19420717;19420717
sameAs;19420719-19420719;19420719;19420719
sameAs;19851007-19851007;19851007;19851007
sameAs;19851005-19851005;19851005;19851005
sameAs;19851002-19851002;19851002;19851002
sameAs;18141004-18141004;18141004;18141004
sameAs;Q73441-Q73441;Q73441;Q73441
sameAs;19731204-19731204;19731204;19731204
sameAs;19731206-19731206;19731206;19731206
sameAs;18900809-18900809;18900809;18900809
sameAs;19420710-19420710;19420710;19420710
sameAs;18900803-18900803;18900803;18900803
sameAs;19420713-19420713;19420713;19420713
sameAs;19770827-19770827;19770827;19770827
sameAs;19770829-19770829;19770829;19770829
sameAs;19770828-19770828;19770828;19770828
sameAs;18910206-18910206;18910206;18910206
sameAs;19770823-19770823;19770823;19770823
sameAs;18910204-18910204;18910204;18910204
sameAs;18910203-18910203;18910203;18910203
sameAs;18910208-18910208;18910208;18910208
sameAs;18910207-18910207;18910207;18910207
sameAs;18780416-18780416;18780416;18780416
sameAs;Q153576-Q153576;Q153576;Q153576
sameAs;20120418-20120418;20120418;20120418
sameAs;Q165568-Q165568;Q165568;Q165568
sameAs;18021230-18021230;18021230;18021230
sameAs;19731215-19731215;19731215;19731215
sameAs;19731216-19731216;19731216;19731216
sameAs;18780410-18780410;18780410;18780410
sameAs;19731211-19731211;19731211;19731211
sameAs;Q141593-Q141593;Q141593;Q141593
sameAs;19731212-19731212;19731212;19731212
sameAs;19900602-19900602;19900602;19900602
sameAs;Q141592-Q141592;Q141592;Q141592
sameAs;17910224-17910224;17910224;17910224
sameAs;08270827-08270827;08270827;08270827
sameAs;20120413-20120413;20120413;20120413
sameAs;18910217-18910217;18910217;18910217
sameAs;15861225-15861225;15861225;15861225
sameAs;18910215-18910215;18910215;18910215
sameAs;18910214-18910214;18910214;18910214
sameAs;19371102-19371102;19371102;19371102
sameAs;18780405-18780405;18780405;18780405
sameAs;19371101-19371101;19371101;19371101
sameAs;20120429-20120429;20120429;20120429
sameAs;Q24410-Q24410;Q24410;Q24410
sameAs;19371104-19371104;19371104;19371104
sameAs;19900615-19900615;19900615;19900615
sameAs;19731225-19731225;19731225;19731225
sameAs;19900616-19900616;19900616;19900616
sameAs;19731222-19731222;19731222;19731222
sameAs;18021225-18021225;18021225;18021225
sameAs;19770831-19770831;19770831;19770831
sameAs;Q165574-Q165574;Q165574;Q165574
sameAs;18910220-18910220;18910220;18910220
sameAs;18430301-18430301;18430301;18430301
sameAs;Q165576-Q165576;Q165576;Q165576
sameAs;19731220-19731220;19731220;19731220
sameAs;19770805-19770805;19770805;19770805
sameAs;08400620-08400620;08400620;08400620
sameAs;18910226-18910226;18910226;18910226
sameAs;19770803-19770803;19770803;19770803
sameAs;Q15410544-Q15410544;Q15410544;Q15410544
sameAs;19770808-19770808;19770808;19770808
sameAs;19371116-19371116;19371116;19371116
sameAs;Q861141-Q861141;Q861141;Q861141
sameAs;18060826-18060826;18060826;18060826
sameAs;18430317-18430317;18430317;18430317
sameAs;Q128592-Q128592;Q128592;Q128592
sameAs;Q4120744-Q4120744;Q4120744;Q4120744
sameAs;Q5829999-Q5829999;Q5829999;Q5829999
sameAs;19770819-19770819;19770819;19770819
sameAs;19371125-19371125;19371125;19371125
sameAs;18540731-18540731;18540731;18540731
sameAs;Q190526-Q190526;Q190526;Q190526
sameAs;19371126-19371126;19371126;19371126
sameAs;19371127-19371127;19371127;19371127
sameAs;09280000-09280000;09280000;09280000
sameAs;18430327-18430327;18430327;18430327
sameAs;Q141561-Q141561;Q141561;Q141561
sameAs;18430325-18430325;18430325;18430325
sameAs;18430324-18430324;18430324;18430324
sameAs;11800918-11800918;11800918;11800918
sameAs;18501104-18501104;18501104;18501104
sameAs;19060619-19060619;19060619;19060619
sameAs;08040519-08040519;08040519;08040519
sameAs;18540706-18540706;18540706;18540706
sameAs;Q2479641-Q2479641;Q2479641;Q2479641
sameAs;18540703-18540703;18540703;18540703
sameAs;15151024-15151024;15151024;15151024
sameAs;18070201-18070201;18070201;18070201
sameAs;19060617-19060617;19060617;19060617
sameAs;18430331-18430331;18430331;18430331
sameAs;19021003-19021003;19021003;19021003
sameAs;Q165524-Q165524;Q165524;Q165524
sameAs;18430330-18430330;18430330;18430330
sameAs;Q24445-Q24445;Q24445;Q24445
sameAs;Q165528-Q165528;Q165528;Q165528
sameAs;14560101-14560101;14560101;14560101
sameAs;Q36441-Q36441;Q36441;Q36441
sameAs;19060622-19060622;19060622;19060622
sameAs;19060623-19060623;19060623;19060623
sameAs;Q61402-Q61402;Q61402;Q61402
sameAs;19060624-19060624;19060624;19060624
sameAs;Q61407-Q61407;Q61407;Q61407
sameAs;19060621-19060621;19060621;19060621
sameAs;19060629-19060629;19060629;19060629
sameAs;18540719-18540719;18540719;18540719
sameAs;Q24455-Q24455;Q24455;Q24455
sameAs;19021014-19021014;19021014;19021014
sameAs;Q61408-Q61408;Q61408;Q61408
sameAs;Q61409-Q61409;Q61409;Q61409
sameAs;Q165534-Q165534;Q165534;Q165534
sameAs;Q36456-Q36456;Q36456;Q36456
sameAs;18501123-18501123;18501123;18501123
sameAs;Q1575615-Q1575615;Q1575615;Q1575615
sameAs;18501125-18501125;18501125;18501125
sameAs;Q153597-Q153597;Q153597;Q153597
sameAs;Q24474-Q24474;Q24474;Q24474
sameAs;19900629-19900629;19900629;19900629
sameAs;19430128-19430128;19430128;19430128
sameAs;19021026-19021026;19021026;19021026
sameAs;19021021-19021021;19021021;19021021
sameAs;19900627-19900627;19900627;19900627
sameAs;19430123-19430123;19430123;19430123
sameAs;19900621-19900621;19900621;19900621
sameAs;19430120-19430120;19430120;19430120
sameAs;Q12492-Q12492;Q12492;Q12492
sameAs;19430121-19430121;19430121;19430121
sameAs;19900623-19900623;19900623;19900623
sameAs;17910207-17910207;17910207;17910207
sameAs;19900624-19900624;19900624;19900624
sameAs;17910206-17910206;17910206;17910206
sameAs;18501112-18501112;18501112;18501112
sameAs;19060602-19060602;19060602;19060602
sameAs;Q586617-Q586617;Q586617;Q586617
sameAs;17070426-17070426;17070426;17070426
sameAs;18501116-18501116;18501116;18501116
sameAs;18501119-18501119;18501119;18501119
sameAs;19060609-19060609;19060609;19060609
sameAs;Q153586-Q153586;Q153586;Q153586
sameAs;18780422-18780422;18780422;18780422
sameAs;Q165557-Q165557;Q165557;Q165557
sameAs;19430115-19430115;19430115;19430115
sameAs;20120405-20120405;20120405;20120405
sameAs;20120406-20120406;20120406;20120406
sameAs;16550516-16550516;16550516;16550516
sameAs;19430114-19430114;19430114;19430114
sameAs;19430111-19430111;19430111;19430111
sameAs;17910216-17910216;17910216;17910216
sameAs;12670923-12670923;12670923;12670923
sameAs;17910215-17910215;17910215;17910215
sameAs;16790000-16790000;16790000;16790000
sameAs;20120401-20120401;20120401;20120401
sameAs;15550521-15550521;15550521;15550521
sameAs;19060530-19060530;19060530;19060530
sameAs;Q126118-Q126118;Q126118;Q126118
sameAs;Q126119-Q126119;Q126119;Q126119
sameAs;Q116791-Q116791;Q116791;Q116791
sameAs;Q116793-Q116793;Q116793;Q116793
sameAs;Q153730-Q153730;Q153730;Q153730
sameAs;Q141753-Q141753;Q141753;Q141753
sameAs;Q165729-Q165729;Q165729;Q165729
sameAs;Q128772-Q128772;Q128772;Q128772
sameAs;Q128774-Q128774;Q128774;Q128774
sameAs;19310326-19310326;19310326;19310326
sameAs;Q128788-Q128788;Q128788;Q128788
sameAs;Q104798-Q104798;Q104798;Q104798
sameAs;19310325-19310325;19310325;19310325
sameAs;Q104796-Q104796;Q104796;Q104796
sameAs;Q153728-Q153728;Q153728;Q153728
sameAs;Q114142-Q114142;Q114142;Q114142
sameAs;18971202-18971202;18971202;18971202
sameAs;07870810-07870810;07870810;07870810
sameAs;17660607-17660607;17660607;17660607
sameAs;Q102132-Q102132;Q102132;Q102132
sameAs;Q102169-Q102169;Q102169;Q102169
sameAs;19060514-19060514;19060514;19060514
sameAs;19060511-19060511;19060511;19060511
sameAs;18501205-18501205;18501205;18501205
sameAs;19540422-19540422;19540422;19540422
sameAs;20071102-20071102;20071102;20071102
sameAs;Q97294-Q97294;Q97294;Q97294
sameAs;Q586787-Q586787;Q586787;Q586787
sameAs;Q116773-Q116773;Q116773;Q116773
sameAs;Q97289-Q97289;Q97289;Q97289
sameAs;Q114113-Q114113;Q114113;Q114113
sameAs;19540429-19540429;19540429;19540429
sameAs;Q97287-Q97287;Q97287;Q97287
sameAs;14080101-14080101;14080101;14080101
sameAs;15920105-15920105;15920105;15920105
sameAs;Q102163-Q102163;Q102163;Q102163
sameAs;19060523-19060523;19060523;19060523
sameAs;Q153700-Q153700;Q153700;Q153700
sameAs;Q126107-Q126107;Q126107;Q126107
sameAs;19060520-19060520;19060520;19060520
sameAs;17621018-17621018;17621018;17621018
sameAs;Q126108-Q126108;Q126108;Q126108
sameAs;Q97282-Q97282;Q97282;Q97282
sameAs;Q97281-Q97281;Q97281;Q97281
sameAs;19780320-19780320;19780320;19780320
sameAs;Q560163-Q560163;Q560163;Q560163
sameAs;Q97283-Q97283;Q97283;Q97283
sameAs;19060527-19060527;19060527;19060527
sameAs;19060528-19060528;19060528;19060528
sameAs;Q97279-Q97279;Q97279;Q97279
sameAs;20120606-20120606;20120606;20120606
sameAs;19780328-19780328;19780328;19780328
sameAs;Q165756-Q165756;Q165756;Q165756
sameAs;Q128764-Q128764;Q128764;Q128764
sameAs;Q102153-Q102153;Q102153;Q102153
sameAs;17430528-17430528;17430528;17430528
sameAs;Q6960065-Q6960065;Q6960065;Q6960065
sameAs;Q151118-Q151118;Q151118;Q151118
sameAs;20071128-20071128;20071128;20071128
