STEP;QUERY;TIME (ms)
delete.cypher;delete nodes;5789
delete.cypher;TOTAL;5789

schema.cypher;indices;2
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;2
schema.cypher;indices;1
schema.cypher;TOTAL;11

graphSetting.cypher;dataset loading;15787
graphSetting.cypher;TOTAL;15787

constraints.cypher;Strict Temporal Consistency;27773
constraints.cypher;C1 - birthDateConflict;808
constraints.cypher;C2 - deathDateConflict;255
constraints.cypher;C3 - birthDeathConflict;338
constraints.cypher;C4 - birthPlayerConflict;836
constraints.cypher;C5 - deathPlayerConflict;178
constraints.cypher;C6 - playerAgeConflict;1358
constraints.cypher;C7 - playerTooOldConflict;1712
constraints.cypher;C8 - twoTeamsConflict;166852
constraints.cypher;C14 - marriageConflict;850
constraints.cypher;C16 - birthMarriageConflict;112
constraints.cypher;C17 - deathMarriageConflict;80
constraints.cypher;C18 - playerCoachConflict;147
constraints.cypher;C19 - twoCompaniesConflict;239
constraints.cypher;TOTAL;201538

stats.cypher;Nb triplets;339
stats.cypher;Nb "o";128
stats.cypher;Nb "s";128
stats.cypher;nb "p";126
stats.cypher;Nb "p" links distribution;194
stats.cypher;Nb conflicts distribution;5237
stats.cypher;Nb temporal conflicts;4193
stats.cypher;Distribution of linked "o";178
results.cypher;mapping_Neo4j_wikidata;728
results.cypher;inferredNodes;115
results.cypher;tCon_noConflicts;30
results.cypher;tCon_conflicts;5853
results.cypher;pCon_noConflicts;11600
results.cypher;pCon_conflicts;11201
results.cypher;pInc_noConflicts;11774
results.cypher;pInc_conflicts;11301
results.cypher;tInc_noConflicts;11984
results.cypher;tInc_conflicts;11750
