STEP;QUERY;TIME (ms)
delete.cypher;delete nodes;1217
delete.cypher;TOTAL;1217

schema.cypher;indices;60
schema.cypher;indices;39
schema.cypher;indices;32
schema.cypher;indices;35
schema.cypher;indices;35
schema.cypher;indices;30
schema.cypher;indices;29
schema.cypher;indices;29
schema.cypher;indices;38
schema.cypher;TOTAL;327

graphSetting.cypher;dataset loading;17400
graphSetting.cypher;TOTAL;17400

constraints.cypher;Partial Temporal Consistency;204
constraints.cypher;Partial Temporal Inconsistency;750
constraints.cypher;Total Temporal Inconsistency;331
constraints.cypher;C1 - birthDateConflict;726
constraints.cypher;C1-1 - birthDateConflictPolarity;213
constraints.cypher;C2 - deathDateConflict;330
constraints.cypher;C2-1 - deathDateConflictPolarity;79
constraints.cypher;C3 - birthDeathConflict;562
constraints.cypher;C4 - birthPlayerConflict;64
constraints.cypher;C4 - birthPlayerConflict;506
constraints.cypher;C5 - deathPlayerConflict;269
constraints.cypher;C6 - playerAgeConflict;588
constraints.cypher;C7 - playerTooOldConflict;563
constraints.cypher;C8 - twoTeamsConflict;34111
constraints.cypher;C14 - marriageConflict;372
constraints.cypher;C16 - birthMarriageConflict;135
constraints.cypher;C17 - deathMarriageConflict;95
constraints.cypher;C18 - playerCoachConflict;277
constraints.cypher;C19 - twoCompaniesConflict;93
constraints.cypher;C6 - playerAgeConflict;749
constraints.cypher;TOTAL;41017

stats.cypher;Nb triplets;486
stats.cypher;Nb "o";161
stats.cypher;Nb "s";142
stats.cypher;nb "p";137
stats.cypher;Nb "p" links distribution;243
stats.cypher;Nb conflicts distribution;510
stats.cypher;Nb temporal conflicts;365
stats.cypher;Distribution of linked "o";259
results.cypher;mapping_Neo4j_wikidata;916
results.cypher;inferredNodes;218
results.cypher;tCon_noConflicts;34
results.cypher;tCon_conflicts;615
results.cypher;pCon_noConflicts;1156
results.cypher;pCon_conflicts;907
results.cypher;pInc_noConflicts;1127
results.cypher;pInc_conflicts;931
results.cypher;tInc_noConflicts;1137
results.cypher;tInc_conflicts;938
