STEP;QUERY;TIME (ms)
delete.cypher;delete nodes;15363
delete.cypher;TOTAL;15363

schema.cypher;indices;3
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;TOTAL;19

graphSetting.cypher;dataset loading;32298
graphSetting.cypher;TOTAL;32298

constraints.cypher;Strict Temporal Consistency;46424
constraints.cypher;C1 - birthDateConflict;436
constraints.cypher;C2 - deathDateConflict;182
constraints.cypher;C3 - birthDeathConflict;238
constraints.cypher;C4 - birthPlayerConflict;680
constraints.cypher;C5 - deathPlayerConflict;196
constraints.cypher;C6 - playerAgeConflict;1032
constraints.cypher;C7 - playerTooOldConflict;1149
constraints.cypher;C8 - twoTeamsConflict;77443
constraints.cypher;C14 - marriageConflict;828
constraints.cypher;C16 - birthMarriageConflict;76
constraints.cypher;C17 - deathMarriageConflict;56
constraints.cypher;C18 - playerCoachConflict;145
constraints.cypher;C19 - twoCompaniesConflict;115
constraints.cypher;TOTAL;129000

stats.cypher;Nb triplets;400
stats.cypher;Nb "o";150
stats.cypher;Nb "s";145
stats.cypher;nb "p";143
stats.cypher;Nb "p" links distribution;249
stats.cypher;Nb conflicts distribution;3088
stats.cypher;Nb temporal conflicts;2386
stats.cypher;Distribution of linked "o";207
results.cypher;mapping_Neo4j_wikidata;728
results.cypher;inferredNodes;152
results.cypher;tCon_noConflicts;2
results.cypher;tCon_conflicts;3464
results.cypher;pCon_noConflicts;6989
results.cypher;pCon_conflicts;6741
results.cypher;pInc_noConflicts;7225
results.cypher;pInc_conflicts;6902
results.cypher;tInc_noConflicts;7326
results.cypher;tInc_conflicts;7031
