STEP;QUERY;TIME (ms)
delete.cypher;delete nodes;56605
delete.cypher;TOTAL;56605

schema.cypher;indices;3
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;TOTAL;15

graphSetting.cypher;dataset loading;79494
graphSetting.cypher;TOTAL;79494

constraints.cypher;Strict Temporal Consistency;28470
constraints.cypher;C1 - birthDateConflict;992
constraints.cypher;C2 - deathDateConflict;443
constraints.cypher;C3 - birthDeathConflict;522
constraints.cypher;C4 - birthPlayerConflict;1657
constraints.cypher;C5 - deathPlayerConflict;427
constraints.cypher;C6 - playerAgeConflict;2580
constraints.cypher;C7 - playerTooOldConflict;2595
constraints.cypher;C8 - twoTeamsConflict;263937
constraints.cypher;C14 - marriageConflict;891
constraints.cypher;C16 - birthMarriageConflict;163
constraints.cypher;C17 - deathMarriageConflict;115
constraints.cypher;C18 - playerCoachConflict;539
constraints.cypher;C19 - twoCompaniesConflict;161
constraints.cypher;TOTAL;303492

stats.cypher;Nb triplets;905
stats.cypher;Nb "o";374
stats.cypher;Nb "s";368
stats.cypher;nb "p";362
stats.cypher;Nb "p" links distribution;585
stats.cypher;Nb conflicts distribution;8401
stats.cypher;Nb temporal conflicts;6504
stats.cypher;Distribution of linked "o";555
results.cypher;mapping_Neo4j_wikidata;1864
results.cypher;inferredNodes;390
results.cypher;tCon_noConflicts;30
results.cypher;tCon_conflicts;9401
results.cypher;pCon_noConflicts;18967
results.cypher;pCon_conflicts;18368
results.cypher;pInc_noConflicts;19085
results.cypher;pInc_conflicts;19053
results.cypher;tInc_noConflicts;19822
results.cypher;tInc_conflicts;19326
