STEP;QUERY;TIME (ms)
delete.cypher;delete nodes;74169
delete.cypher;TOTAL;74169

schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;TOTAL;11

graphSetting.cypher;dataset loading;1044251
graphSetting.cypher;TOTAL;1044251

constraints.cypher;Strict Temporal Consistency;24714
constraints.cypher;C1 - birthDateConflict;161
constraints.cypher;C2 - deathDateConflict;105
constraints.cypher;C3 - birthDeathConflict;129
constraints.cypher;C4 - birthPlayerConflict;437
constraints.cypher;C5 - deathPlayerConflict;109
constraints.cypher;C6 - playerAgeConflict;570
constraints.cypher;C7 - playerTooOldConflict;602
constraints.cypher;C8 - twoTeamsConflict;45908
constraints.cypher;C14 - marriageConflict;750
constraints.cypher;C16 - birthMarriageConflict;85
constraints.cypher;C17 - deathMarriageConflict;66
constraints.cypher;C18 - playerCoachConflict;167
constraints.cypher;C19 - twoCompaniesConflict;83
constraints.cypher;TOTAL;73886

stats.cypher;Nb triplets;275
stats.cypher;Nb "o";100
stats.cypher;Nb "s";108
stats.cypher;nb "p";96
stats.cypher;Nb "p" links distribution;146
stats.cypher;Nb conflicts distribution;1547
stats.cypher;Nb temporal conflicts;1247
stats.cypher;Distribution of linked "o";142
results.cypher;mapping_Neo4j_wikidata;589
results.cypher;inferredNodes;91
results.cypher;tCon_noConflicts;22
results.cypher;tCon_conflicts;1736
results.cypher;pCon_noConflicts;3448
results.cypher;pCon_conflicts;3217
results.cypher;pInc_noConflicts;3468
results.cypher;pInc_conflicts;3340
results.cypher;tInc_noConflicts;3592
results.cypher;tInc_conflicts;3361
