STEP;QUERY;TIME (ms)
schema.cypher;indices;7
schema.cypher;indices;2
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;0
schema.cypher;indices;0
schema.cypher;TOTAL;11

delete.cypher;delete nodes;1921
delete.cypher;TOTAL;1921

graphSetting.cypher;dataset loading;35278
graphSetting.cypher;concepts name;1
graphSetting.cypher;concepts name;1
graphSetting.cypher;concepts name;1
graphSetting.cypher;concepts name;1
graphSetting.cypher;concepts name;1
graphSetting.cypher;concepts name;1
graphSetting.cypher;persons;3
graphSetting.cypher;dates;56
graphSetting.cypher;persons;107
graphSetting.cypher;TOTAL;35450

constraints.cypher;Partial Temporal Consistency;4689
constraints.cypher;Partial Temporal Inconsistency;6038
constraints.cypher;Total Temporal Inconsistency;4317
constraints.cypher;C1;452
constraints.cypher;C1-1;205
constraints.cypher;C2;262
constraints.cypher;C2-1;77
constraints.cypher;C3;180
constraints.cypher;C4;9937
constraints.cypher;C4;9875
constraints.cypher;C5;9632
constraints.cypher;C6;14122
constraints.cypher;C7;9919
constraints.cypher;C8;73413
constraints.cypher;C14;294
constraints.cypher;C16;44
constraints.cypher;C17;40
constraints.cypher;C18;36
constraints.cypher;C19;23
constraints.cypher;C6;11435
constraints.cypher;TOTAL;154990

stats.cypher;Nb triplets;164
stats.cypher;Nb "o";89
stats.cypher;Nb "s";64
stats.cypher;nb "p";63
stats.cypher;Nb "p" links distribution;98
stats.cypher;Nb conflicts distribution;2727
stats.cypher;Nb temporal conflicts;1703
stats.cypher;Distribution of linked "o";88
results.cypher;mapping_Neo4j_wikidata;124
results.cypher;inferredNodes;72
results.cypher;tCon_noConflicts;7
results.cypher;tCon_conflicts;2267
results.cypher;pCon_noConflicts;6421
results.cypher;pCon_conflicts;5741
results.cypher;pInc_noConflicts;6633
results.cypher;pInc_conflicts;5781
results.cypher;tInc_noConflicts;6656
results.cypher;tInc_conflicts;5913
