STEP;QUERY;TIME (ms)
delete.cypher;delete nodes;4200
delete.cypher;TOTAL;4200

schema.cypher;indices;3
schema.cypher;indices;2
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;TOTAL;12

graphSetting.cypher;dataset loading;2631
graphSetting.cypher;TOTAL;2631

constraints.cypher;Strict Temporal Consistency;787
constraints.cypher;C1 - birthDateConflict;15
constraints.cypher;C2 - deathDateConflict;13
constraints.cypher;C3 - birthDeathConflict;16
constraints.cypher;C4 - birthPlayerConflict;28
constraints.cypher;C5 - deathPlayerConflict;14
constraints.cypher;C6 - playerAgeConflict;47
constraints.cypher;C7 - playerTooOldConflict;32
constraints.cypher;C8 - twoTeamsConflict;2599
constraints.cypher;C14 - marriageConflict;212
constraints.cypher;C16 - birthMarriageConflict;22
constraints.cypher;C17 - deathMarriageConflict;20
constraints.cypher;C18 - playerCoachConflict;39
constraints.cypher;C19 - twoCompaniesConflict;47
constraints.cypher;TOTAL;3891

stats.cypher;Nb triplets;33
stats.cypher;Nb "o";13
stats.cypher;Nb "s";12
stats.cypher;nb "p";12
stats.cypher;Nb "p" links distribution;19
stats.cypher;Nb conflicts distribution;75
stats.cypher;Nb temporal conflicts;65
stats.cypher;Distribution of linked "o";17
results.cypher;mapping_Neo4j_wikidata;63
results.cypher;inferredNodes;13
results.cypher;tCon_noConflicts;12
results.cypher;tCon_conflicts;100
results.cypher;pCon_noConflicts;188
results.cypher;pCon_conflicts;177
results.cypher;pInc_noConflicts;189
results.cypher;pInc_conflicts;176
results.cypher;tInc_noConflicts;191
results.cypher;tInc_conflicts;190
