STEP;QUERY;TIME (ms)
delete.cypher;delete nodes;8144
delete.cypher;TOTAL;8144

schema.cypher;indices;3
schema.cypher;indices;3
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;indices;1
schema.cypher;TOTAL;13

graphSetting.cypher;dataset loading;4962
graphSetting.cypher;TOTAL;4962

constraints.cypher;Strict Temporal Consistency;3508
constraints.cypher;C1 - birthDateConflict;78
constraints.cypher;C2 - deathDateConflict;58
constraints.cypher;C3 - birthDeathConflict;66
constraints.cypher;C4 - birthPlayerConflict;74
constraints.cypher;C5 - deathPlayerConflict;46
constraints.cypher;C6 - playerAgeConflict;142
constraints.cypher;C7 - playerTooOldConflict;92
constraints.cypher;C8 - twoTeamsConflict;4405
constraints.cypher;C14 - marriageConflict;226
constraints.cypher;C16 - birthMarriageConflict;15
constraints.cypher;C17 - deathMarriageConflict;10
constraints.cypher;C18 - playerCoachConflict;48
constraints.cypher;C19 - twoCompaniesConflict;40
constraints.cypher;TOTAL;8808

stats.cypher;Nb triplets;107
stats.cypher;Nb "o";31
stats.cypher;Nb "s";30
stats.cypher;nb "p";29
stats.cypher;Nb "p" links distribution;44
stats.cypher;Nb conflicts distribution;152
stats.cypher;Nb temporal conflicts;127
stats.cypher;Distribution of linked "o";44
results.cypher;mapping_Neo4j_wikidata;211
results.cypher;inferredNodes;64
results.cypher;tCon_noConflicts;13
results.cypher;tCon_conflicts;186
results.cypher;pCon_noConflicts;343
results.cypher;pCon_conflicts;317
results.cypher;pInc_noConflicts;355
results.cypher;pInc_conflicts;326
results.cypher;tInc_noConflicts;358
results.cypher;tInc_conflicts;331
