STEP;QUERY;TIME (ms)
delete.cypher;delete nodes;690
delete.cypher;TOTAL;690

schema.cypher;indices;3
schema.cypher;indices;2
schema.cypher;indices;3
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;indices;2
schema.cypher;TOTAL;20

graphSetting.cypher;dataset loading;1735
graphSetting.cypher;TOTAL;1735

constraints.cypher;C1 - birthDateConflict;72
constraints.cypher;C2 - deathDateConflict;23
constraints.cypher;C3 - birthDeathConflict;38
constraints.cypher;C4 - birthPlayerConflict;112
constraints.cypher;C5 - deathPlayerConflict;26
constraints.cypher;C6 - playerAgeConflict;221
constraints.cypher;C7 - playerTooOldConflict;212
constraints.cypher;C8 - twoTeamsConflict;22685
constraints.cypher;C14 - marriageConflict;553
constraints.cypher;C16 - birthMarriageConflict;62
constraints.cypher;C17 - deathMarriageConflict;57
constraints.cypher;C18 - playerCoachConflict;74
constraints.cypher;C19 - twoCompaniesConflict;104
constraints.cypher;TOTAL;24239

stats.cypher;Nb triplets;34
stats.cypher;Nb "o";16
stats.cypher;Nb "s";15
stats.cypher;nb "p";15
stats.cypher;Nb "p" links distribution;22
stats.cypher;Nb conflicts distribution;876
stats.cypher;Nb temporal conflicts;640
stats.cypher;Distribution of linked "o";19
results.cypher;mapping_Neo4j_wikidata;76
results.cypher;inferredNodes;21
results.cypher;noConflicts;30
results.cypher;n-rockit_temporal_conflicts;658
results.cypher;conflicts;1520
